City,Area Locality,Concatenate,Area Locality,Latitude,Longitude
Bangalore,"Chikkasandra-Jalahalli West, Jalahalli West","Bangalore, Chikkasandra-Jalahalli West, Jalahalli West",1,13.0663363,77.5117782
Bangalore,Chinnapanna Halli,"Bangalore, Chinnapanna Halli",1,12.9670265,77.7047758
Bangalore,Choodasandra,"Bangalore, Choodasandra",2,12.88563,77.6805328
Bangalore,"Chowdeshwari Layout, Yelahanka","Bangalore, Chowdeshwari Layout, Yelahanka",1,13.1079263,77.5929796
Bangalore,"Chuchangatta Colony, J P Nagar","Bangalore, Chuchangatta Colony, J P Nagar",1,12.8846074,77.5743694
Bangalore,"Coffee Board Layout, Nagavara","Bangalore, Coffee Board Layout, Nagavara",1,13.050466,77.6070703
Bangalore,"Cooke Town, Cooke Town","Bangalore, Cooke Town, Cooke Town",1,13.0031678,77.6228252
Bangalore,Cox Town,"Bangalore, Cox Town",1,12.9965726,77.6303226
Bangalore,Cunningham Road,"Bangalore, Cunningham Road",1,12.9876915,77.5944579
Bangalore,Devanahalli,"Bangalore, Devanahalli",1,13.2437197,77.7172413
Bangalore,"Devarachikannahalli, Begur Road","Bangalore, Devarachikannahalli, Begur Road",1,12.8824524,77.6247562
Bangalore,"Devinagar, Outer Ring Road","Bangalore, Devinagar, Outer Ring Road",1,13.0470681,77.5703822
Bangalore,"Dinnur, Hebbal","Bangalore, Dinnur, Hebbal",1,13.0273646,77.5970433
Bangalore,"Dodda Banaswadi, Banaswadi","Bangalore, Dodda Banaswadi, Banaswadi",1,13.0159203,77.6528966
Bangalore,"Dodda Nekkundi Extension, Kartik Nagar, Outer Ring Road","Bangalore, Dodda Nekkundi Extension, Kartik Nagar, Outer Ring Road",1,12.968515,77.7013617
Bangalore,Doddaballapur Road,"Bangalore, Doddaballapur Road",1,13.1394778,77.5693496
Bangalore,Doddabanahalli,"Bangalore, Doddabanahalli",1,13.0264961,77.7409162
Bangalore,Doddabidarakallu,"Bangalore, Doddabidarakallu",1,13.0332887,77.4906233
Bangalore,Doddakammanahalli,"Bangalore, Doddakammanahalli",1,12.8496672,77.5999347
Bangalore,Doddanagamangala,"Bangalore, Doddanagamangala",2,12.8557978,77.6740729
Bangalore,"Doddanekundi, Kartik Nagar","Bangalore, Doddanekundi, Kartik Nagar",2,12.9694839,77.6993945
Bangalore,"Doddathoguru, Electronic City","Bangalore, Doddathoguru, Electronic City",1,12.8490414,77.6486011
Bangalore,"Domlur, Domlur","Bangalore, Domlur, Domlur",1,12.9609857,77.6387316
Bangalore,"Dooravani Nagar, Dooravani Nagar","Bangalore, Dooravani Nagar, Dooravani Nagar",3,13.0029587,77.6677669
Bangalore,"Dr.Shivaram Karanth Nagar, Jakkuru","Bangalore, Dr.Shivaram Karanth Nagar, Jakkuru",2,13.0719019,77.6264055
Bangalore,"Dwarka Nagar, Kattigenahalli","Bangalore, Dwarka Nagar, Kattigenahalli",1,13.1225407,77.6206769
Bangalore,"East Of Ngef Layout, Bennigana Halli","Bangalore, East Of Ngef Layout, Bennigana Halli",1,13.005025,77.6614869
Bangalore,Ejipura,"Bangalore, Ejipura",1,12.9385333,77.6308174
Bangalore,Electronic City,"Bangalore, Electronic City",24,12.8452145,77.6601695
Bangalore,"Electronic City Phase 2, Electronic City","Bangalore, Electronic City Phase 2, Electronic City",11,12.8441489,77.6793813
Bangalore,"Electronics City Phase 1, Electronic City","Bangalore, Electronics City Phase 1, Electronic City",6,12.846804,77.670324
Bangalore,"Ews Colony, BTM Layout","Bangalore, Ews Colony, BTM Layout",1,12.9046136,77.614948
Bangalore,"Fci Layout, Deepanjali Nagar","Bangalore, Fci Layout, Deepanjali Nagar",1,12.9507849,77.532563
Bangalore,Frazer Town,"Bangalore, Frazer Town",4,12.9970483,77.6144076
Bangalore,GH Society,"Bangalore, GH Society",1,12.9715987,77.5945627
Bangalore,Ganga Nagar,"Bangalore, Ganga Nagar",1,13.0205848,77.5886738
Bangalore,Garden City University,"Bangalore, Garden City University",1,12.978676,77.6338202
Bangalore,"Garebhavipalya, Hongasandra, Hosur Road","Bangalore, Garebhavipalya, Hongasandra, Hosur Road",1,12.8997549,77.6333464
Bangalore,Garvebhavi Palya,"Bangalore, Garvebhavi Palya",2,12.8943711,77.6368124
Bangalore,Gh society,"Bangalore, Gh society",1,12.9715987,77.5945627
Bangalore,Girinagar,"Bangalore, Girinagar",1,12.9420948,77.5463577
Bangalore,Gottigere,"Bangalore, Gottigere",6,12.856443,77.5888448
Bangalore,Gottigere Main Rd,"Bangalore, Gottigere Main Rd",1,12.8616498,77.5616339
Bangalore,"Gubbalala, Subramanyapura","Bangalore, Gubbalala, Subramanyapura",1,12.8870638,77.5433122
Bangalore,"Guddadahalli, Mysore Road","Bangalore, Guddadahalli, Mysore Road",1,12.9567547,77.5495002
Bangalore,Gunjur,"Bangalore, Gunjur",1,12.921337,77.7340046
Bangalore,Guttahalli,"Bangalore, Guttahalli",2,12.9974138,77.5780424
Bangalore,HMT Layout Nagasandra,"Bangalore, HMT Layout Nagasandra",1,13.0406424,77.5007785
Bangalore,HRBR Layout Block 1,"Bangalore, HRBR Layout Block 1",1,13.0136856,77.6479702
Bangalore,"Hal Layout, Hosur Road","Bangalore, Hal Layout, Hosur Road",1,12.8862897,77.6417328
Bangalore,Halasuru,"Bangalore, Halasuru",4,12.9817001,77.6284152
Bangalore,Haralur Road,"Bangalore, Haralur Road",1,12.9043304,77.6621869
Bangalore,Hbr Layout,"Bangalore, Hbr Layout",3,13.0353236,77.6284701
Bangalore,"Hbr Layout Block 2, HBR Layout","Bangalore, Hbr Layout Block 2, HBR Layout",1,13.0502398,77.6351193
Bangalore,"Hbr Layout Block 4, HBR Layout","Bangalore, Hbr Layout Block 4, HBR Layout",1,13.01199,77.636613
Bangalore,Hebbal,"Bangalore, Hebbal",9,13.0353557,77.5987874
Bangalore,Hebbal Kempapura,"Bangalore, Hebbal Kempapura",4,13.0529125,77.6014859
Bangalore,"Hegde Nagar, R.K.Hegde Nagar","Bangalore, Hegde Nagar, R.K.Hegde Nagar",1,13.0675728,77.6335573
Bangalore,Hegganahalli,"Bangalore, Hegganahalli",1,13.0064241,77.5171157
Bangalore,Hennur Main Road,"Bangalore, Hennur Main Road",4,13.0139064,77.6266504
Bangalore,"Hennur, Hennur Bagalur Road","Bangalore, Hennur, Hennur Bagalur Road",3,13.0379677,77.6413476
Bangalore,Hesaraghatta Main Road,"Bangalore, Hesaraghatta Main Road",1,13.0943002,77.4879877
Bangalore,"Hmt Layout Block 4, Vidyaranyapura","Bangalore, Hmt Layout Block 4, Vidyaranyapura",1,13.0843679,77.5598657
Bangalore,Hommadevanahalli,"Bangalore, Hommadevanahalli",2,12.8445059,77.5977596
Bangalore,Hongasandra,"Bangalore, Hongasandra",4,12.8933622,77.6258081
Bangalore,"Hoodi Circle, Hoodi","Bangalore, Hoodi Circle, Hoodi",1,12.992277,77.716146
Bangalore,"Hoodi, Hoodi","Bangalore, Hoodi, Hoodi",1,12.9895552,77.7126571
Bangalore,Horamavu,"Bangalore, Horamavu",6,13.0326328,77.6583345
Bangalore,"Horamavu Agara, Hormavu","Bangalore, Horamavu Agara, Hormavu",1,13.0411068,77.6622027
Bangalore,Horamavu kelkkeri road,"Bangalore, Horamavu kelkkeri road",1,13.0306162,77.667275
Bangalore,Hormavu Ring Road,"Bangalore, Hormavu Ring Road",1,13.0187519,77.6561242
Bangalore,Hosa Road Junction,"Bangalore, Hosa Road Junction",1,12.8734883,77.6580911
Bangalore,"Hosa Road, off Hosur Road","Bangalore, Hosa Road, off Hosur Road",2,12.8690347,77.6549457
Bangalore,Hosakerehalli,"Bangalore, Hosakerehalli",3,12.9221653,77.5362561
Bangalore,Hosur Road,"Bangalore, Hosur Road",1,12.8539184,77.6660751
Bangalore,Hoysala Nagar,"Bangalore, Hoysala Nagar",1,13.01728,77.6664976
Bangalore,"Hrbr Layout Block 2, Kalyan Nagar, Outer Ring Road","Bangalore, Hrbr Layout Block 2, Kalyan Nagar, Outer Ring Road",3,13.0258521,77.6413426
Bangalore,"Hrbr Layout, Kalyan Nagar, Outer Ring Road","Bangalore, Hrbr Layout, Kalyan Nagar, Outer Ring Road",1,13.0234839,77.6449259
Bangalore,Hsr Layout,"Bangalore, Hsr Layout",2,12.9121181,77.6445548
Bangalore,"Hsr Layout Sector 2, HSR Layout","Bangalore, Hsr Layout Sector 2, HSR Layout",1,12.908942,77.6464534
Bangalore,"Hsr Layout Sector 3, HSR Layout","Bangalore, Hsr Layout Sector 3, HSR Layout",1,12.9079567,77.640957
Bangalore,"Hsr Layout Sector 6, HSR Layout","Bangalore, Hsr Layout Sector 6, HSR Layout",1,12.9137705,77.6292697
Bangalore,Hulimavu,"Bangalore, Hulimavu",5,12.8718155,77.6021817
Bangalore,Hutchins Road,"Bangalore, Hutchins Road",1,13.0035677,77.6225941
Bangalore,ITI Layout,"Bangalore, ITI Layout",1,12.9030203,77.6407258
Bangalore,"Ilyas Nagar, Kumaraswamy Layout","Bangalore, Ilyas Nagar, Kumaraswamy Layout",1,12.9063651,77.5704341
Bangalore,"Immadihalli, Whitefield","Bangalore, Immadihalli, Whitefield",1,12.9650186,77.7595472
Bangalore,Indira Nagar,"Bangalore, Indira Nagar",5,12.9783692,77.6408356
Bangalore,"Isro Layout, Kumaraswamy Layout","Bangalore, Isro Layout, Kumaraswamy Layout",1,12.8984834,77.5590645
Bangalore,"Itc Colony, Maruthi Sevanagar","Bangalore, Itc Colony, Maruthi Sevanagar",1,12.9968747,77.6320185
Bangalore,"Itpl, Whitefield","Bangalore, Itpl, Whitefield",1,12.9858421,77.7355549
Bangalore,"Ittamadu, Banashankari, Outer Ring Road","Bangalore, Ittamadu, Banashankari, Outer Ring Road",1,12.9268829,77.5478917
Bangalore,J P Nagar,"Bangalore, J P Nagar",8,12.9063433,77.5856825
Bangalore,JAR Shikara,"Bangalore, JAR Shikara",1,13.0150893,77.6930061
Bangalore,"Jagadish Nagar, Kaggadasapura","Bangalore, Jagadish Nagar, Kaggadasapura",1,12.9684536,77.6639859
Bangalore,Jakkur,"Bangalore, Jakkur",2,13.0631411,77.6206769
Bangalore,"Jakkur Plantation, Jakkuru, Bellary Road","Bangalore, Jakkur Plantation, Jakkuru, Bellary Road",1,13.0833844,77.5937611
Bangalore,Jalahalli East,"Bangalore, Jalahalli East",1,13.0699231,77.5448599
Bangalore,"Jalahalli, Jalahalli, Outer Ring Road","Bangalore, Jalahalli, Jalahalli, Outer Ring Road",5,13.0422418,77.5489567
Bangalore,"Jaya Nagar Block 1, Jayanagar","Bangalore, Jaya Nagar Block 1, Jayanagar",1,12.9163485,77.5775912
Bangalore,Jaya Nagar Block 3,"Bangalore, Jaya Nagar Block 3",1,12.9184338,77.5880901
Bangalore,"Jaya Nagar Block 5, Jayanagar","Bangalore, Jaya Nagar Block 5, Jayanagar",1,12.91781,77.58374
Bangalore,"Jaya Nagar Block 7, Jayanagar","Bangalore, Jaya Nagar Block 7, Jayanagar",1,12.9269735,77.5766264
Bangalore,Jayanagar,"Bangalore, Jayanagar",2,12.9307735,77.5838302
Bangalore,"Jayanti Nagar, Hormavu","Bangalore, Jayanti Nagar, Hormavu",1,13.0218552,77.6702364
Bangalore,"Jeevan Bima Nagar, Airport Road","Bangalore, Jeevan Bima Nagar, Airport Road",2,12.9590786,77.6583718
Bangalore,"Jeevanhalli, Cox Town","Bangalore, Jeevanhalli, Cox Town",1,12.9976528,77.6256895
Bangalore,Jnana Ganga Nagar,"Bangalore, Jnana Ganga Nagar",1,12.9512646,77.4860655
Bangalore,Jogupalya,"Bangalore, Jogupalya",1,12.9693799,77.6229447
Bangalore,"Jp Nagar Phase 1, J P Nagar","Bangalore, Jp Nagar Phase 1, J P Nagar",3,12.9118374,77.579495
Bangalore,"Jp Nagar Phase 2, J P Nagar","Bangalore, Jp Nagar Phase 2, J P Nagar",1,12.8933662,77.5751833
Bangalore,"Jp Nagar Phase 5, J P Nagar, Outer Ring Road","Bangalore, Jp Nagar Phase 5, J P Nagar, Outer Ring Road",5,12.9062658,77.5904498
Bangalore,"Jp Nagar Phase 6, J P Nagar, Outer Ring Road","Bangalore, Jp Nagar Phase 6, J P Nagar, Outer Ring Road",2,13.0277782,77.6324487
Bangalore,"Jp Nagar Phase 7, J P Nagar","Bangalore, Jp Nagar Phase 7, J P Nagar",11,12.8890015,77.573385
Bangalore,"Jyothi Nagar, Dooravani Nagar","Bangalore, Jyothi Nagar, Dooravani Nagar",1,12.9629041,77.6672134
Bangalore,K R Puram,"Bangalore, K R Puram",19,13.0169992,77.7044335
Bangalore,Kacharakanahalli,"Bangalore, Kacharakanahalli",1,13.0156289,77.6321339
Bangalore,Kachohalli,"Bangalore, Kachohalli",1,13.0000525,77.4709142
Bangalore,Kadabagere,"Bangalore, Kadabagere",1,12.9968854,77.4331027
Bangalore,Kadugodi,"Bangalore, Kadugodi",2,12.9908404,77.7607805
Bangalore,Kadugodi Pattalamma Layout,"Bangalore, Kadugodi Pattalamma Layout",1,12.9915669,77.7645194
Bangalore,"Kadugondanahalli, Kadugondanahalli","Bangalore, Kadugondanahalli, Kadugondanahalli",1,13.0186175,77.6186375
Bangalore,"Kaggadasapura, Indira nagar","Bangalore, Kaggadasapura, Indira nagar",8,12.9783692,77.6408356
Bangalore,"Kalasipalyam, Kalasipalyam","Bangalore, Kalasipalyam, Kalasipalyam",1,12.9594549,77.5805685
Bangalore,Kalkere,"Bangalore, Kalkere",1,13.0334934,77.673888
Bangalore,Kalyan Nagar,"Bangalore, Kalyan Nagar",1,13.0239923,77.643294
Bangalore,Kamala Nagar,"Bangalore, Kamala Nagar",3,12.9993221,77.5285469
Bangalore,"Kammagondahalli, Jalahalli","Bangalore, Kammagondahalli, Jalahalli",1,13.0589726,77.5347129
Bangalore,Kammanahalli,"Bangalore, Kammanahalli",3,13.0159044,77.6378619
Bangalore,Kanakapura Road,"Bangalore, Kanakapura Road",8,12.8462411,77.5203998
Bangalore,Kannur,"Bangalore, Kannur",1,13.0927094,77.6547023
Bangalore,Karihobanahalli,"Bangalore, Karihobanahalli",1,13.0168918,77.4831032
Bangalore,Kasturi Nagar,"Bangalore, Kasturi Nagar",1,13.0060924,77.6594498
Bangalore,"Kattigenahalli, Bellary Road","Bangalore, Kattigenahalli, Bellary Road",4,13.1248501,77.6121441
Bangalore,Kempapura Agrahara,"Bangalore, Kempapura Agrahara",1,12.9701144,77.5526275
Bangalore,Kengeri,"Bangalore, Kengeri",4,12.8996676,77.4826837
Bangalore,Kengeri Hobli,"Bangalore, Kengeri Hobli",2,12.9017955,77.453704
Bangalore,Kengeri Main Road,"Bangalore, Kengeri Main Road",1,12.9490879,77.4972287
Bangalore,Kengeri Satellite Town,"Bangalore, Kengeri Satellite Town",1,12.9230523,77.4846519
Bangalore,Kengeri Upanagara,"Bangalore, Kengeri Upanagara",1,12.9386704,77.4791599
Bangalore,"Kereguddadahalli, chikkabanavara Bangalore","Bangalore, Kereguddadahalli, chikkabanavara Bangalore",1,13.080612,77.5146453
Bangalore,Kithiganur,"Bangalore, Kithiganur",1,13.0384626,77.7060037
Bangalore,Kodi Halli,"Bangalore, Kodi Halli",3,12.9653506,77.6493099
Bangalore,Kodichikkanahalli Main Road,"Bangalore, Kodichikkanahalli Main Road",1,12.8978598,77.6142488
Bangalore,Kodigehalli,"Bangalore, Kodigehalli",2,13.0697279,77.5787819
Bangalore,Kodigenahalli,"Bangalore, Kodigenahalli",2,13.0697279,77.5787819
Bangalore,Kogilu,"Bangalore, Kogilu",1,13.101268,77.6125565
Bangalore,Konanakunte,"Bangalore, Konanakunte",2,12.8822193,77.5659682
Bangalore,"Konappana Agrahara, Electronic City","Bangalore, Konappana Agrahara, Electronic City",1,12.854899,77.6679292
Bangalore,Koramangala,"Bangalore, Koramangala",8,12.9351929,77.6244807
Bangalore,Koramangala 8Th Block,"Bangalore, Koramangala 8Th Block",1,12.9414686,77.6178125
Bangalore,Koramangala Block 4,"Bangalore, Koramangala Block 4",2,12.9365627,77.6180768
Bangalore,Kothanur,"Bangalore, Kothanur",2,13.0551932,77.6422206
Bangalore,"Kr Garden-Murugeshpalya, Murugeshpalya, Airport Road","Bangalore, Kr Garden-Murugeshpalya, Murugeshpalya, Airport Road",1,12.954806,77.684324
Bangalore,Krishna Reddy Layout -Domlur,"Bangalore, Krishna Reddy Layout -Domlur",1,12.9545388,77.6400098
Bangalore,Kudlu,"Bangalore, Kudlu",1,12.8870683,77.6562206
Bangalore,Kudlu Gate,"Bangalore, Kudlu Gate",2,12.890984,77.6400098
Bangalore,"Kumaraswamy Layout, Kumaraswamy Layout","Bangalore, Kumaraswamy Layout, Kumaraswamy Layout",1,12.9044382,77.5649278
Bangalore,Kyalasanahalli,"Bangalore, Kyalasanahalli",1,13.0600731,77.6580084
Bangalore,Laggere,"Bangalore, Laggere",2,13.0097647,77.5253962
Bangalore,"Lakkasandra, Wilson Garden, bannerghatta main road","Bangalore, Lakkasandra, Wilson Garden, bannerghatta main road",1,12.9444422,77.6027873
Bangalore,Lakshmipura,"Bangalore, Lakshmipura",1,13.0877782,77.5311297
Bangalore,"Langford Town, Shanti Nagar, Hosur Road","Bangalore, Langford Town, Shanti Nagar, Hosur Road",1,12.9575585,77.6059513
Bangalore,Lavelle Road,"Bangalore, Lavelle Road",1,12.9711448,77.5978768
Bangalore,"Laxminarayana Layout, Munnekollal","Bangalore, Laxminarayana Layout, Munnekollal",1,12.9452387,77.7115841
Bangalore,"Lingarajapuram, Lingarajapuram, Hennur Main Road","Bangalore, Lingarajapuram, Lingarajapuram, Hennur Main Road",1,13.0124232,77.6258047
Bangalore,"M C Layout, Vijayanagar, Magadi Road","Bangalore, M C Layout, Vijayanagar, Magadi Road",1,12.9786376,77.5417177
Bangalore,Madanayakahalli,"Bangalore, Madanayakahalli",1,13.060978,77.4613745
Bangalore,Magadi Road,"Bangalore, Magadi Road",1,12.9869182,77.4762048
Bangalore,Mahadevapura,"Bangalore, Mahadevapura",13,12.9879659,77.6895248
Bangalore,Mahatma Gandhi Road,"Bangalore, Mahatma Gandhi Road",1,12.9746983,77.609448
Bangalore,Mailasandar,"Bangalore, Mailasandar",1,12.8538319,77.6206518
Bangalore,"Mallasandra, Jalahalli West","Bangalore, Mallasandra, Jalahalli West",2,13.0606824,77.5117782
Bangalore,"Mallathahalli, Outer Ring Road","Bangalore, Mallathahalli, Outer Ring Road",2,13.0277782,77.6324487
Bangalore,"Malleshpalya, Kaggadasapura","Bangalore, Malleshpalya, Kaggadasapura",2,12.9756762,77.6778473
Bangalore,Malleshwaram,"Bangalore, Malleshwaram",3,13.0055113,77.5692358
Bangalore,Manayata Tech Park,"Bangalore, Manayata Tech Park",1,13.0448306,77.6221091
Bangalore,"Mangammanapalya, Hosur Road","Bangalore, Mangammanapalya, Hosur Road",1,12.9030785,77.6313265
Bangalore,"Manyata Residency, Thanisandra","Bangalore, Manyata Residency, Thanisandra",1,13.0540547,77.6228252
Bangalore,Marathahalli,"Bangalore, Marathahalli",4,12.956924,77.701127
Bangalore,Marathahalli-Sarjapur Outer Ring Road,"Bangalore, Marathahalli-Sarjapur Outer Ring Road",1,12.9326897,77.6880335
Bangalore,Margondanahalli,"Bangalore, Margondanahalli",1,13.0373995,77.692721
Bangalore,"Maruthi Extesnion, Rajajinagar","Bangalore, Maruthi Extesnion, Rajajinagar",1,12.9982485,77.562241
